PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Gender,Transported
2006_03,Earth,True,G/317/S,TRAPPIST-1e,2,False,0,0,0,0,0,Joana Moorez,F,False
2007_01,Europa,False,A/25/S,55 Cancri e,30,False,0,5734,0,5,1,Aviton Gocent,M,True
2009_01,Europa,False,B/59/P,TRAPPIST-1e,31,False,0,0,0,0,0,Aldibah Contery,F,False
2009_02,Europa,True,B/59/P,TRAPPIST-1e,17,False,0,0,0,0,0,Cheliak Contery,M,True
2009_03,Europa,True,B/59/P,55 Cancri e,40,False,0,0,0,0,0,Gluebah Contery,F,True
2010_01,Earth,True,G/324/P,PSO J318.5-22,33,False,0,0,0,0,,Candyn Gregordy,M,True
2011_01,Earth,True,G/318/S,PSO J318.5-22,46,False,0,0,0,0,,Tonyn Bartines,F,False
2012_01,Europa,False,B/60/P,55 Cancri e,30,True,1250,865,0,3725,5416,Mirakis Amincrerus,M,False
2013_01,Earth,False,F/398/P,TRAPPIST-1e,17,False,0,0,0,0,804,Emmax Water,F,False
2015_01,Earth,False,F/387/S,TRAPPIST-1e,19,False,1139,18,0,0,671,Fayene Hickett,M,True
2019_01,Europa,False,B/83/S,55 Cancri e,22,False,0,5183,0,1080,2,Dirfak Oppressive,F,True
2019_02,Europa,,B/83/S,55 Cancri e,20,False,0,162,0,148,7619,Okulus Oppressive,M,False
2022_01,Earth,False,F/390/S,PSO J318.5-22,36,False,0,809,0,86,0,Gracia Houseson,F,False
2024_01,,False,G/322/S,TRAPPIST-1e,0,False,0,0,0,0,0,Ellard Kinson,M,True
2024_02,Earth,False,E/150/S,55 Cancri e,17,False,44,1535,10,51,0,Ianne Kinson,F,True
2026_01,Earth,True,G/323/S,TRAPPIST-1e,,False,0,0,0,0,0,Marlly Warrishales,M,True
2026_02,Earth,True,G/323/S,PSO J318.5-22,15,False,0,0,0,0,0,Franda Warrishales,F,True
2026_03,Earth,False,G/323/S,TRAPPIST-1e,20,False,0,4,429,0,287,Heald Alldson,M,False
2027_01,Earth,False,F/399/P,55 Cancri e,19,False,30,1,1051,0,6,Iree Oconley,F,True
2028_01,Earth,False,F/391/S,PSO J318.5-22,24,False,662,0,0,0,9,Louisa Pooles,M,False
2029_01,Earth,False,F/400/P,55 Cancri e,43,False,0,6,730,1,0,Lyne Camerrison,F,False
2032_01,Mars,True,F/402/P,TRAPPIST-1e,26,False,0,0,0,0,0,Powl Shcad,M,True
2034_01,Earth,False,F/393/S,TRAPPIST-1e,42,False,399,75,38,771,0,Anton Pearsalason,F,False
2038_01,Earth,False,F/404/P,TRAPPIST-1e,21,False,6,133,503,0,2,Racyle Ingston,M,False
2040_01,Europa,True,B/85/S,TRAPPIST-1e,50,False,0,0,0,0,0,Lesaten Stiven,F,True
2040_02,Europa,True,B/85/S,TRAPPIST-1e,25,False,0,0,0,0,0,Alramak Stiven,M,True
2041_01,Earth,True,G/327/P,TRAPPIST-1e,64,False,,0,0,0,0,Pattin Weavesend,F,True
2042_01,Earth,False,F/394/S,TRAPPIST-1e,50,False,0,0,0,785,19,Rosiey Floways,M,False
2043_01,Mars,True,F/395/S,TRAPPIST-1e,24,False,,0,0,0,0,Goles Teake,F,True
2044_01,Earth,False,F/396/S,TRAPPIST-1e,27,,0,0,634,1,23,Breney Conleydenan,M,True
2045_01,Earth,True,G/324/S,55 Cancri e,42,False,0,0,0,0,,Gaylah Whitneyes,F,True
2046_01,Earth,True,G/328/P,55 Cancri e,30,False,0,0,0,0,0,Luison Beston,M,False
2051_01,Earth,False,E/126/P,TRAPPIST-1e,20,False,2,0,694,0,22,,,True
2052_01,Mars,False,E/151/S,TRAPPIST-1e,31,False,162,1211,4,0,1,Jele Balle,M,True
2053_01,Europa,False,C/68/P,55 Cancri e,26,False,281,741,13,0,4724,Tabbah Wasede,F,False
2054_01,Europa,False,C/69/P,55 Cancri e,39,False,0,,0,1528,1119,Alark Stivelte,M,False
2055_01,Earth,False,G/330/P,TRAPPIST-1e,,False,0,0,0,0,0,Belly Woodwinez,F,False
2055_02,,False,G/330/P,PSO J318.5-22,32,False,0,58,0,0,642,Sall Woodwinez,M,True
2055_03,Earth,True,G/330/P,TRAPPIST-1e,25,False,0,0,0,0,0,,,True
2055_04,Earth,False,G/330/P,TRAPPIST-1e,6,False,0,0,0,0,0,Lesley Woodwinez,M,True
2055_05,Earth,True,G/330/P,TRAPPIST-1e,3,False,0,0,0,0,0,Harlen Woodwinez,F,True
2055_06,Earth,True,G/330/P,TRAPPIST-1e,11,False,0,0,0,0,0,Janee Canton,M,False
2056_01,Earth,True,G/331/P,TRAPPIST-1e,52,False,0,0,0,0,0,Marynk Hanghanson,F,False
2056_02,Earth,False,F/407/P,TRAPPIST-1e,14,False,16,0,0,712,149,Claura Hanghanson,M,False
2056_03,Earth,False,F/407/P,TRAPPIST-1e,68,False,0,286,0,1739,13,Elany Hanghanson,F,False
2056_04,Earth,True,G/331/P,PSO J318.5-22,18,False,0,0,0,0,0,Philia Hanghanson,M,True
2059_01,Earth,False,G/333/P,TRAPPIST-1e,55,False,2,0,0,0,907,Ellena Moodmandez,F,True
2060_01,,False,G/327/S,55 Cancri e,22,False,1430,0,0,0,423,Anniey Baketton,M,False
2061_01,Europa,False,D/65/P,TRAPPIST-1e,34,False,0,5063,0,56,327,Dscha Sedece,F,True
2062_01,Mars,,F/398/S,TRAPPIST-1e,17,False,583,0,753,0,0,,,False
2063_01,Earth,True,G/328/S,PSO J318.5-22,38,False,0,0,0,0,0,Mistie Leonaldez,F,False
2065_01,Earth,False,F/410/P,TRAPPIST-1e,13,False,12,0,0,0,1963,Lavey Jeffey,M,False
2066_01,Earth,True,G/329/S,TRAPPIST-1e,19,False,0,0,0,0,0,Bryany Chapmaney,F,True
2067_01,Europa,True,C/70/P,TRAPPIST-1e,30,False,0,0,0,0,0,Alatrin Sprender,M,True
2067_02,Europa,False,C/70/P,TRAPPIST-1e,27,True,0,0,72,668,2713,Asellan Sprender,F,False
2070_01,Earth,False,E/127/P,TRAPPIST-1e,17,False,,1,533,326,0,Sanda Gilleyons,M,True
2071_01,Europa,False,C/78/S,55 Cancri e,45,False,0,3559,0,3615,163,Zaninon Subateful,F,False
2071_02,Europa,False,C/78/S,55 Cancri e,28,False,167,2406,71,283,650,Alduson Subateful,M,True
2073_01,Earth,False,F/401/S,TRAPPIST-1e,23,False,177,0,7,0,448,Landa Rivanseney,F,False
2074_01,Europa,False,D/69/S,TRAPPIST-1e,24,False,1289,3343,0,4996,729,Sadir Alaring,M,False
2074_02,Europa,False,D/69/S,TRAPPIST-1e,23,False,9,4081,0,0,16,Mergas Alaring,F,True
2075_01,Earth,False,F/402/S,55 Cancri e,29,False,270,0,0,25,343,Janne Yatters,M,False
2080_01,Earth,False,G/334/P,TRAPPIST-1e,46,False,430,0,340,52,61,Henryn Joycerton,F,False
2081_01,Earth,False,F/411/P,PSO J318.5-22,17,False,8,911,0,0,0,Brie Moodsey,M,True
2082_01,Earth,False,G/335/P,TRAPPIST-1e,20,False,0,0,4,35,769,Carlie Kirks,F,False
2083_01,Earth,False,F/407/S,TRAPPIST-1e,24,False,121,20,0,68,506,Wen Gibbsonton,M,False
2084_01,Europa,False,A/16/P,TRAPPIST-1e,40,False,19,10,1,4759,6007,Aston Boltund,F,False
2084_02,Europa,True,A/16/P,TRAPPIST-1e,,False,0,0,0,0,0,Dyonon Boltund,M,True
2085_01,Europa,False,C/72/P,TRAPPIST-1e,38,False,0,590,2640,6202,99,Algedia Unaasor,F,False
2086_01,Europa,False,A/26/S,TRAPPIST-1e,65,False,51,4451,0,20,397,Marf Wasterivel,M,True
2086_02,Europa,False,A/26/S,TRAPPIST-1e,19,False,0,1342,0,152,556,Aldera Wasterivel,F,True
2087_01,Earth,False,F/408/S,TRAPPIST-1e,54,False,0,0,872,0,1,Olliey Brownings,M,True
2088_01,Earth,False,F/409/S,55 Cancri e,38,False,0,717,0,0,0,Eriey Weaves,F,False
2088_02,Earth,False,G/331/S,TRAPPIST-1e,40,False,51,0,1,368,509,Len Weaves,M,True
2089_01,Earth,False,F/412/P,PSO J318.5-22,21,False,,2,133,0,549,Sonard Sterreray,F,False
2090_01,Earth,False,F/413/P,TRAPPIST-1e,22,False,8,0,801,0,12,Dia Watkinsley,M,True
2091_01,Earth,False,F/414/P,TRAPPIST-1e,33,False,356,,0,245,0,Arlie Woodwinez,F,False
2092_01,Mars,False,D/70/S,TRAPPIST-1e,18,False,29,0,2315,0,1,Muffs Blan,M,True
2092_02,Mars,False,E/153/S,TRAPPIST-1e,43,False,546,0,41,710,0,Wins Stpie,F,False
2092_03,Mars,False,,TRAPPIST-1e,13,,6726,0,1605,1266,0,Cray Stpie,M,False
2092_04,Mars,False,F/410/S,TRAPPIST-1e,26,False,1751,0,0,0,0,,,False
2092_05,Mars,False,D/70/S,TRAPPIST-1e,22,False,2300,0,22,256,0,Jur Stpie,M,False
2094_01,Mars,True,F/415/P,TRAPPIST-1e,21,False,0,0,0,0,0,Lles Buncy,F,True
2095_01,Earth,False,F/411/S,PSO J318.5-22,25,False,0,11,0,13,1344,Mabley Gallencis,M,False
2096_01,Mars,False,F/412/S,TRAPPIST-1e,29,False,216,10,611,594,0,Milly Kité,F,False
2096_02,Mars,False,F/412/S,TRAPPIST-1e,49,False,1624,0,68,,0,Weaffs Kinie,M,False
2097_01,Europa,True,B/86/S,55 Cancri e,29,False,0,0,0,0,0,Tetra Roftfuling,F,True
2099_01,Mars,False,D/71/S,,45,False,10,1095,1474,0,0,Cupers Boste,M,True
2100_01,Earth,False,F/413/S,PSO J318.5-22,45,False,0,0,734,3,5,Garyan Briggins,F,True
2102_01,Europa,False,C/79/S,TRAPPIST-1e,30,False,63,9314,249,2624,4538,Giedia Seadler,M,False
2104_01,Earth,False,F/414/S,TRAPPIST-1e,29,False,776,0,4,0,23,Sonard Bootez,F,False
2104_02,Earth,False,,TRAPPIST-1e,26,False,0,0,0,0,0,Brinez Bootez,M,False
2105_01,Earth,True,G/335/S,55 Cancri e,16,False,0,0,0,0,0,Benda Loway,F,False
2106_01,Earth,False,G/336/S,55 Cancri e,20,False,1,0,0,4926,1,Bertle Calhounez,M,False
2107_01,Earth,False,G/338/P,TRAPPIST-1e,33,False,235,2,1,650,0,Sylvin Haynardy,F,False
2110_01,Earth,True,G/339/P,TRAPPIST-1e,18,False,0,0,0,0,0,Ernice Joynewtonks,M,False
2111_01,Mars,False,F/417/P,TRAPPIST-1e,24,False,600,593,1404,0,1,Beals Blan,F,False
2112_01,Mars,False,F/418/P,TRAPPIST-1e,29,False,860,305,18,1415,0,Latsts Perty,M,False
2114_01,Europa,True,B/87/S,55 Cancri e,40,False,0,0,0,0,0,Gollux Folhal,F,True
2115_01,Europa,True,D/72/S,TRAPPIST-1e,27,False,0,0,0,0,0,Schird Oinded,M,True
2116_01,Earth,True,G/339/S,TRAPPIST-1e,35,False,0,0,0,0,0,Dellie Waderoachez,F,False
2117_01,Europa,False,,TRAPPIST-1e,31,False,0,8718,0,13036,267,Azet Rocketedy,M,False
2118_01,Earth,True,G/340/P,PSO J318.5-22,26,False,0,0,0,0,0,Kene Macdonadows,F,False
2120_01,Mars,False,D/73/S,TRAPPIST-1e,49,False,0,0,1058,0,0,Prah Bla,M,True
2121_01,Earth,True,G/341/P,TRAPPIST-1e,23,False,0,0,0,0,0,Timyra Peterstarks,F,False
2123_01,Earth,True,G/342/P,PSO J318.5-22,23,False,0,0,0,0,0,Dianya Johnsondez,M,False
2123_02,Earth,True,G/342/P,PSO J318.5-22,14,False,0,0,0,0,0,France Johnsondez,F,True
2124_01,Earth,False,G/341/S,55 Cancri e,21,False,770,0,0,40,0,Ine Litthews,M,False
2125_01,Earth,False,G/343/P,TRAPPIST-1e,18,False,0,1,0,80,826,Stenny Pagedy,F,False
2126_01,Earth,False,F/415/S,TRAPPIST-1e,,False,717,0,0,0,0,Natha Ricews,M,False
2127_01,Earth,False,F/419/P,TRAPPIST-1e,19,False,721,62,7,0,0,Dorice Bailes,F,True
2128_01,Earth,False,G/344/P,TRAPPIST-1e,22,False,624,0,0,0,185,Artis Sancockett,M,False
2129_01,Earth,False,F/420/P,TRAPPIST-1e,17,False,736,0,2,20,0,Rice Camerrison,F,False
2130_01,Earth,False,F/421/P,PSO J318.5-22,13,False,0,2,480,10,176,Marine Oneiles,M,False
2131_01,Earth,False,E/128/P,TRAPPIST-1e,26,False,0,,0,91,900,Terrie Mayder,F,False
2133_01,Mars,False,D/74/S,TRAPPIST-1e,,False,1054,0,43,85,0,Caish Chrie,M,False
2133_02,Mars,True,F/416/S,TRAPPIST-1e,16,False,0,0,0,0,0,Elfs Chrie,F,True
2134_01,Mars,False,F/422/P,TRAPPIST-1e,20,False,1146,0,0,0,3,Mes Pimne,M,False
2135_01,Earth,False,E/129/P,TRAPPIST-1e,20,False,75,0,0,1545,0,Tin Monroellynn,F,False
2135_02,Earth,,E/129/P,TRAPPIST-1e,23,False,426,0,362,0,0,Aarone Monroellynn,M,False
2136_01,Earth,False,G/343/S,TRAPPIST-1e,61,False,2,0,17,868,28,Sallie Waltonnedy,F,False
2137_01,Mars,True,F/423/P,TRAPPIST-1e,27,False,0,0,0,0,0,Lopedo Ruité,M,True
2137_02,Mars,False,F/423/P,55 Cancri e,3,False,0,0,0,0,0,Stoate Queke,F,True
2137_03,Mars,False,F/423/P,55 Cancri e,4,False,0,0,0,0,0,Slig Queke,M,True
2138_01,Earth,True,G/344/S,55 Cancri e,13,,0,0,0,0,0,Colly Powery,F,True
2139_01,Mars,True,F/417/S,TRAPPIST-1e,19,False,0,0,0,0,0,Gibil Razo,M,True
2140_01,Earth,False,F/424/P,TRAPPIST-1e,18,False,0,0,698,0,0,Andra Drakeekss,F,True
2141_01,Earth,False,E/130/P,55 Cancri e,66,False,0,0,1610,0,0,Annaha Rivanseney,M,True
2142_01,Mars,True,F/418/S,TRAPPIST-1e,39,,0,0,0,0,0,Tostex Pri,F,True
2143_01,Earth,False,F/419/S,TRAPPIST-1e,21,False,0,1433,0,1234,0,Justie Miltongson,M,False
2143_02,Earth,True,G/345/S,TRAPPIST-1e,7,False,0,0,0,0,0,Thel Miltongson,F,False
2144_01,Earth,True,,TRAPPIST-1e,56,False,0,0,0,0,0,Helley Philliames,M,False
2145_01,Earth,False,F/425/P,TRAPPIST-1e,15,False,0,951,128,0,0,Karene Pecketton,F,False
2147_01,Mars,False,E/155/S,TRAPPIST-1e,,False,1146,0,47,0,105,Chon Ban,M,True
2148_01,Earth,False,F/420/S,TRAPPIST-1e,13,False,579,226,61,1,7,Ellana Grahangory,F,False
2149_01,Europa,True,B/89/S,TRAPPIST-1e,18,False,0,0,0,0,0,Altares Persed,M,True
2150_01,Earth,True,G/346/P,PSO J318.5-22,38,False,0,0,0,0,0,Walley Prickmantes,F,False
2152_01,Earth,False,F/426/P,TRAPPIST-1e,45,False,2138,0,0,659,0,Eulah Bakericks,M,False
2153_01,Earth,True,G/347/P,TRAPPIST-1e,21,False,0,0,0,0,,Alvia Daviddley,F,False
2154_01,Earth,False,G/348/P,TRAPPIST-1e,19,False,78,0,0,550,0,Regana Barles,M,False
2156_01,Earth,False,F/421/S,TRAPPIST-1e,49,False,651,25,0,849,2,Troya Cofferson,F,False
2158_01,Earth,False,F/423/S,TRAPPIST-1e,21,False,0,820,0,45,0,Joyn Moraleney,M,True
2159_01,Earth,False,F/424/S,TRAPPIST-1e,18,False,0,402,2027,0,0,Hencey Casez,F,True
2161_01,Mars,True,F/429/P,TRAPPIST-1e,43,False,0,0,0,0,0,Poselk Sidie,M,True
2162_01,Mars,True,F/425/S,PSO J318.5-22,27,False,0,0,0,0,0,Ral Graie,F,True
2162_02,Mars,False,F/425/S,TRAPPIST-1e,0,False,0,0,0,0,0,Hoces Graie,M,True
2163_01,Earth,False,G/349/P,TRAPPIST-1e,27,False,0,0,6,745,22,Adanne Mosepherry,F,False
2164_01,Europa,True,B/63/P,TRAPPIST-1e,21,,0,0,0,0,0,Coxaton Queldry,M,True
2167_01,Earth,False,F/431/P,PSO J318.5-22,20,False,38,220,495,0,,Weney Mckinn,F,False
2168_01,Mars,True,F/427/S,TRAPPIST-1e,35,False,0,0,0,0,0,Fow Lacke,M,True
2168_02,Mars,False,F/427/S,TRAPPIST-1e,20,False,212,0,991,0,13,Gorice Lacke,F,False
2171_01,Earth,False,F/433/P,TRAPPIST-1e,24,False,388,0,7,409,0,Sergia Camerrison,M,False
2171_02,Earth,False,G/351/P,TRAPPIST-1e,41,False,2,0,551,5577,68,Karene Camerrison,F,False
2172_01,Earth,False,G/347/S,PSO J318.5-22,23,False,0,774,0,0,0,Belly Barbes,M,True
2173_01,Earth,True,G/352/P,PSO J318.5-22,27,False,0,0,0,0,0,Vina Landolphrey,F,True
2175_01,Earth,True,G/348/S,55 Cancri e,58,False,0,0,0,0,0,Gabria Callowery,M,True
2177_01,Mars,True,F/435/P,TRAPPIST-1e,53,False,0,0,0,,0,Clech Colle,F,True
2179_01,Europa,False,C/80/S,TRAPPIST-1e,30,False,437,3585,0,4488,281,Eltaird Dianket,M,False
2180_01,Earth,False,F/428/S,55 Cancri e,24,False,1,0,0,318,247,Coreen Masquez,F,False
2182_01,Europa,False,B/64/P,TRAPPIST-1e,31,False,46,1935,0,995,1254,Unukath Tiouserful,M,False
2183_01,Mars,False,F/429/S,PSO J318.5-22,46,False,607,0,41,334,251,Cheeet Ruity,F,False
2183_02,Mars,False,F/429/S,TRAPPIST-1e,20,False,938,59,31,12,0,Prish Ruity,M,False
2186_01,Earth,True,G/350/S,TRAPPIST-1e,20,False,0,0,0,0,0,Ivanne Johnsby,F,False
2187_01,Earth,False,F/437/P,TRAPPIST-1e,30,False,0,236,0,1149,0,Hary Wiggson,M,False
2188_01,Earth,False,F/438/P,55 Cancri e,24,False,0,421,0,207,63,Ollip Hopez,F,False
2189_01,Earth,,G/354/P,TRAPPIST-1e,34,False,0,0,0,628,0,Nelly Cruzaley,M,False
2190_01,Earth,False,F/430/S,,20,False,1750,0,446,0,76,Allia Barris,F,False
2191_01,Mars,True,F/431/S,TRAPPIST-1e,48,False,0,0,0,0,0,Barkix Sidie,M,True
2193_01,Earth,False,F/439/P,PSO J318.5-22,25,False,0,0,619,0,70,Karlen Singtons,F,False
2194_01,Earth,True,G/352/S,TRAPPIST-1e,43,False,0,0,0,0,0,Danie Blacks,M,False
2195_01,Earth,False,F/440/P,TRAPPIST-1e,27,False,0,280,119,646,5,Naomie Coleyanglas,F,True
2196_01,Europa,False,B/65/P,TRAPPIST-1e,47,False,,32,0,4027,1440,Muonin Veriedeezy,M,False
2196_02,Europa,False,B/65/P,55 Cancri e,26,False,26,4587,0,102,0,Zinonon Veriedeezy,F,True
2196_03,Europa,True,B/65/P,TRAPPIST-1e,37,False,0,0,0,0,0,Genubi Veriedeezy,M,True
2196_04,Europa,False,B/65/P,55 Cancri e,42,False,0,1180,0,2677,283,Alrairk Veriedeezy,F,False
2198_01,Earth,False,E/156/S,55 Cancri e,61,False,0,654,902,0,68,Joela Franey,M,True
2200_01,Mars,False,F/442/P,TRAPPIST-1e,29,False,1443,1108,47,0,0,Grawk Prité,F,False
2201_01,Europa,False,D/75/S,55 Cancri e,32,False,0,1968,13,1051,,Suhelik Subateful,M,True
2202_01,Mars,False,F/443/P,TRAPPIST-1e,51,False,1671,0,17,0,0,Stmeal Horte,F,False
2203_01,Mars,False,D/76/S,TRAPPIST-1e,43,False,2019,0,560,0,0,Guanch Boyst,M,False
2204_01,Europa,True,B/90/S,55 Cancri e,25,False,0,0,0,0,0,Taraid Aillyber,F,True
2205_01,Earth,False,E/157/S,TRAPPIST-1e,31,False,0,0,187,602,0,Brance Vandan,M,False
2206_01,Earth,False,F/432/S,PSO J318.5-22,13,False,0,14,857,0,72,Elindy Callowery,F,False
2207_01,Earth,False,G/354/S,TRAPPIST-1e,20,False,546,0,228,0,0,Andine Hales,M,False
2209_01,Earth,False,F/433/S,TRAPPIST-1e,29,False,1356,20,0,13,0,,,False
2210_01,Earth,True,G/355/S,TRAPPIST-1e,16,False,0,0,0,0,0,Helly Hestes,M,False
2211_01,Earth,False,F/434/S,TRAPPIST-1e,15,False,0,2347,0,380,0,Amela Hurles,F,True
2212_01,Earth,False,F/445/P,TRAPPIST-1e,50,False,0,5,0,2170,0,Ebonyd Swanardy,M,False
2215_01,Europa,False,A/27/S,55 Cancri e,41,True,0,29813,0,1257,6,Pulchib Quidedbolt,F,True
2215_02,Europa,False,A/27/S,TRAPPIST-1e,43,False,2,2229,33,6,198,,,True
2215_03,Europa,True,A/27/S,TRAPPIST-1e,32,False,0,0,0,0,0,Grafi Quidedbolt,F,True
2215_04,Europa,False,A/27/S,,36,False,0,3206,0,698,72,Ranons Ingent,M,False
2219_01,Earth,True,,55 Cancri e,18,False,0,0,0,0,0,Milda Woodwin,F,True
2220_01,Earth,False,G/357/S,TRAPPIST-1e,47,False,0,0,880,0,2,Ralda Acobsond,M,True
2221_01,Earth,True,G/355/P,PSO J318.5-22,29,False,0,0,0,0,0,Andrey Fisherry,F,True
2223_01,Earth,False,G/358/S,TRAPPIST-1e,,False,0,86,0,252,570,Glena Vanglis,M,False
2224_01,Earth,False,F/435/S,TRAPPIST-1e,14,False,0,600,0,204,0,Dessie Polloantes,F,True
2225_01,Earth,True,G/356/P,PSO J318.5-22,25,False,0,0,0,0,0,Willey Puckley,M,False
2228_01,Mars,False,E/158/S,TRAPPIST-1e,63,False,1172,0,1,,0,Basps Rasty,F,False
2229_01,Earth,False,F/437/S,TRAPPIST-1e,22,False,48,329,182,26,154,Ianya Norry,M,False
2231_01,Mars,False,E/159/S,TRAPPIST-1e,32,False,2,416,26,510,0,Hon Late,F,False
2232_01,Earth,False,F/438/S,55 Cancri e,31,False,0,14,671,1,3,Eriky Dyers,M,False
2232_02,Earth,False,F/438/S,TRAPPIST-1e,24,False,0,1220,0,140,0,Adrie Dyers,F,False
2233_01,Earth,False,G/359/P,TRAPPIST-1e,39,False,9,18,0,2,878,Nelle Alfordonard,M,False
2234_01,Mars,True,F/448/P,55 Cancri e,20,False,0,0,0,0,0,Newtch Gen,F,True
2234_02,Mars,True,F/448/P,55 Cancri e,20,False,0,0,0,0,0,Resers Gread,M,True
2234_03,Mars,False,E/134/P,TRAPPIST-1e,19,False,0,0,0,0,0,Apench Flité,F,False
2234_04,Mars,False,E/134/P,55 Cancri e,20,False,552,8,1348,5,,Jet Gen,M,False
2234_05,Mars,False,D/66/P,TRAPPIST-1e,31,False,21,0,1031,0,,Burs Flité,F,False
2234_06,Mars,True,F/448/P,55 Cancri e,17,False,0,0,0,0,0,Shood Gen,M,True
2234_07,Mars,,F/448/P,TRAPPIST-1e,24,False,2538,0,61,0,0,Sumpid Gread,F,False
2235_01,Earth,False,F/449/P,TRAPPIST-1e,27,False,203,539,0,0,0,Elica Tranciams,M,False
2237_01,Europa,False,C/83/S,55 Cancri e,28,False,0,162,741,3733,99,Skatik Fushausive,F,True
2237_02,Europa,True,C/83/S,TRAPPIST-1e,41,False,0,0,0,0,0,Ruchban Fushausive,M,True
2238_01,Europa,True,A/28/S,55 Cancri e,25,False,0,0,0,0,0,Wasalm Droning,F,True
2239_01,Earth,False,F/439/S,PSO J318.5-22,26,False,93,0,469,0,0,Kencey Franchaney,M,True
2241_01,Earth,False,F/451/P,TRAPPIST-1e,27,False,485,1109,921,0,1,Jacky Jacostaffey,F,False
2243_01,Earth,False,G/362/P,TRAPPIST-1e,22,False,38,483,80,47,121,Thondy Booness,M,True
2251_01,Europa,False,A/29/S,55 Cancri e,62,False,320,1179,756,4996,85,Yilduno Hoodjuded,F,False
2251_02,Europa,False,A/29/S,TRAPPIST-1e,58,False,2,1,14,2,1153,Zaurion Hoodjuded,M,False
2252_01,Earth,False,G/363/P,,37,False,0,1368,0,,960,Ernard Willy,F,False
2253_01,Earth,False,G/359/S,TRAPPIST-1e,54,False,701,32,171,8,0,Cherry Cruzaley,M,False
2254_01,Earth,False,F/455/P,TRAPPIST-1e,26,False,0,10,0,702,1,Beula Mcfaddenson,F,False
2255_01,Europa,True,C/75/P,55 Cancri e,44,False,0,0,0,0,0,Tabdhib Spadicage,M,True
2255_02,Europa,True,C/75/P,TRAPPIST-1e,34,False,0,0,0,0,0,Polah Spadicage,F,True
2256_01,Earth,True,G/360/S,TRAPPIST-1e,47,False,0,0,0,0,0,Aarone Batestonley,M,True
2257_01,Europa,False,C/76/P,TRAPPIST-1e,27,True,0,3341,,80,654,Atonea Diateous,F,True
2257_02,Europa,True,B/66/P,55 Cancri e,22,False,0,0,0,0,0,Nasliak Diateous,M,True
2258_01,Earth,True,G/364/P,TRAPPIST-1e,46,False,,0,0,0,0,All Leonzaley,F,True
2261_01,Earth,False,F/441/S,TRAPPIST-1e,29,False,0,0,885,0,0,Millia Bairdford,M,True
2262_01,Earth,False,G/365/P,55 Cancri e,43,False,485,4,136,48,0,Clarry Kimpson,F,False
2263_01,Earth,False,F/456/P,TRAPPIST-1e,42,False,0,0,32,772,0,Andie Burnewman,M,False
2264_01,Earth,False,F/442/S,TRAPPIST-1e,39,False,0,0,13,0,868,Lanedy Youngrayes,F,True
2266_01,Mars,False,F/457/P,TRAPPIST-1e,30,False,616,0,185,210,475,Dow Conca,M,False
2267_01,Mars,False,E/161/S,TRAPPIST-1e,43,False,2318,0,647,81,0,Gratsp Meake,F,True
2268_01,Earth,True,G/366/P,TRAPPIST-1e,19,False,0,0,0,0,0,Camiet Mcbriggins,M,False
2269_01,Mars,True,F/458/P,TRAPPIST-1e,26,False,0,0,0,0,0,Ork Blees,F,True
2270_01,Mars,False,F/459/P,TRAPPIST-1e,46,False,171,0,1257,5,0,Spuffs Fla,M,True
2272_01,Earth,False,G/367/P,TRAPPIST-1e,3,False,0,0,0,0,0,,,True
2272_02,Earth,True,,55 Cancri e,21,False,0,0,0,0,0,Mela Quinnerettt,M,True
2272_03,Earth,False,G/367/P,TRAPPIST-1e,1,False,0,0,0,0,0,Ricard Kirks,F,True
2273_01,Earth,False,E/162/S,TRAPPIST-1e,22,False,0,0,0,10,778,Timmy Hanner,M,False
2274_01,Europa,True,C/79/P,55 Cancri e,27,False,0,0,0,0,0,Alrairk Proorbeng,F,True
2274_02,Europa,True,C/79/P,55 Cancri e,28,False,0,0,0,0,0,Mino Shoeweely,M,True
2275_01,Mars,False,F/460/P,PSO J318.5-22,36,False,241,0,670,0,0,Mos Tirt,F,False
2277_01,Earth,False,G/362/S,TRAPPIST-1e,19,False,26,313,470,0,0,Diandy Wallerson,M,False
2278_01,Europa,True,C/80/P,55 Cancri e,18,False,0,0,,0,0,Gemmam Crantiale,F,True
2279_01,Europa,False,B/91/S,55 Cancri e,47,False,0,140,,85,3970,Axionon Pippoppere,M,False
2280_01,Europa,False,B/92/S,TRAPPIST-1e,18,False,20,1064,0,0,11643,Lesat Femoused,F,False
2281_01,Earth,False,E/136/P,TRAPPIST-1e,6,False,0,0,0,0,0,Rica Hoppers,M,True
2282_01,Earth,,F/461/P,TRAPPIST-1e,20,False,0,544,1,0,378,Ellena Burtiz,F,False
2284_01,Mars,False,F/463/P,TRAPPIST-1e,18,False,262,302,1127,4225,0,Poloos Butte,M,False
2287_01,Earth,False,F/464/P,TRAPPIST-1e,37,False,0,1,0,219,,Shally Reyersendry,F,False
2288_01,Earth,False,E/163/S,TRAPPIST-1e,22,False,12,746,802,58,0,Dia Figuez,M,False
2289_01,Mars,False,F/465/P,TRAPPIST-1e,37,False,20,0,2559,20,0,Hary Jaff,F,True
2291_01,Earth,,G/365/S,55 Cancri e,6,False,0,0,0,,0,Patoya Pittler,M,False
